"","date","state","case","daily_case"
"Minnesota.3275",2020-03-23,"Minnesota",234,67
"Minnesota.3276",2020-03-24,"Minnesota",261,27
"Minnesota.3277",2020-03-25,"Minnesota",286,25
"Minnesota.3278",2020-03-26,"Minnesota",344,58
"Minnesota.3279",2020-03-27,"Minnesota",396,52
"Minnesota.3280",2020-03-28,"Minnesota",441,45
"Minnesota.3281",2020-03-29,"Minnesota",503,62
"Minnesota.3282",2020-03-30,"Minnesota",576,73
"Minnesota.3283",2020-03-31,"Minnesota",629,53
"Minnesota.3284",2020-04-01,"Minnesota",689,60
"Minnesota.3285",2020-04-02,"Minnesota",742,53
"Minnesota.3286",2020-04-03,"Minnesota",788,46
"Minnesota.3287",2020-04-04,"Minnesota",865,77
"Minnesota.3288",2020-04-05,"Minnesota",935,70
"Minnesota.3289",2020-04-06,"Minnesota",986,51
"Minnesota.3290",2020-04-07,"Minnesota",1069,83
"Minnesota.3291",2020-04-08,"Minnesota",1154,85
"Minnesota.3292",2020-04-09,"Minnesota",1240,86
"Minnesota.3293",2020-04-10,"Minnesota",1336,96
"Minnesota.3294",2020-04-11,"Minnesota",1427,91
"Minnesota.3295",2020-04-12,"Minnesota",1621,194
"Minnesota.3296",2020-04-13,"Minnesota",1621,0
"Minnesota.3297",2020-04-14,"Minnesota",1695,74
"Minnesota.3298",2020-04-15,"Minnesota",1809,114
"Minnesota.3299",2020-04-16,"Minnesota",1809,0
"Minnesota.3300",2020-04-17,"Minnesota",2070,261
"Minnesota.3301",2020-04-18,"Minnesota",2209,139
"Minnesota.3302",2020-04-19,"Minnesota",2356,147
"Minnesota.3303",2020-04-20,"Minnesota",2470,114
"Minnesota.3304",2020-04-21,"Minnesota",2567,97
"Minnesota.3305",2020-04-22,"Minnesota",2722,155
"Minnesota.3306",2020-04-23,"Minnesota",2942,220
"Minnesota.3307",2020-04-24,"Minnesota",3185,243
"Minnesota.3308",2020-04-25,"Minnesota",3446,261
"Minnesota.3309",2020-04-26,"Minnesota",3602,156
"Minnesota.3310",2020-04-27,"Minnesota",3811,209
"Minnesota.3311",2020-04-28,"Minnesota",4181,370
"Minnesota.3312",2020-04-29,"Minnesota",4644,463
"Minnesota.3313",2020-04-30,"Minnesota",5136,492
"Minnesota.3314",2020-05-01,"Minnesota",5730,594
"Minnesota.3315",2020-05-02,"Minnesota",6232,502
"Minnesota.3316",2020-05-03,"Minnesota",6663,431
"Minnesota.3317",2020-05-04,"Minnesota",7234,571
"Minnesota.3318",2020-05-05,"Minnesota",7851,617
"Minnesota.3319",2020-05-06,"Minnesota",8579,728
"Minnesota.3320",2020-05-07,"Minnesota",9365,786
"Minnesota.3321",2020-05-08,"Minnesota",10088,723
"Minnesota.3322",2020-05-09,"Minnesota",10790,702
"Minnesota.3323",2020-05-10,"Minnesota",11271,481
"Minnesota.3324",2020-05-11,"Minnesota",11799,528
"Minnesota.3325",2020-05-12,"Minnesota",12494,695
"Minnesota.3326",2020-05-13,"Minnesota",12917,423
"Minnesota.3327",2020-05-14,"Minnesota",13435,518
"Minnesota.3328",2020-05-15,"Minnesota",14240,805
"Minnesota.3329",2020-05-16,"Minnesota",14969,729
"Minnesota.3330",2020-05-17,"Minnesota",15668,699
"Minnesota.3331",2020-05-18,"Minnesota",16372,704
"Minnesota.3332",2020-05-19,"Minnesota",17029,657
"Mississippi.3333",2020-01-22,"Mississippi",0,0
"Mississippi.3334",2020-01-23,"Mississippi",0,0
"Mississippi.3335",2020-01-24,"Mississippi",0,0
"Mississippi.3336",2020-01-25,"Mississippi",0,0
"Mississippi.3337",2020-01-26,"Mississippi",0,0
"Mississippi.3338",2020-01-27,"Mississippi",0,0
"Mississippi.3339",2020-01-28,"Mississippi",0,0
"Mississippi.3340",2020-01-29,"Mississippi",0,0
"Mississippi.3341",2020-01-30,"Mississippi",0,0
"Mississippi.3342",2020-01-31,"Mississippi",0,0
"Mississippi.3343",2020-02-01,"Mississippi",0,0
"Mississippi.3344",2020-02-02,"Mississippi",0,0
"Mississippi.3345",2020-02-03,"Mississippi",0,0
"Mississippi.3346",2020-02-04,"Mississippi",0,0
"Mississippi.3347",2020-02-05,"Mississippi",0,0
"Mississippi.3348",2020-02-06,"Mississippi",0,0
"Mississippi.3349",2020-02-07,"Mississippi",0,0
"Mississippi.3350",2020-02-08,"Mississippi",0,0
"Mississippi.3351",2020-02-09,"Mississippi",0,0
"Mississippi.3352",2020-02-10,"Mississippi",0,0
"Mississippi.3353",2020-02-11,"Mississippi",0,0
"Mississippi.3354",2020-02-12,"Mississippi",0,0
"Mississippi.3355",2020-02-13,"Mississippi",0,0
"Mississippi.3356",2020-02-14,"Mississippi",0,0
"Mississippi.3357",2020-02-15,"Mississippi",0,0
"Mississippi.3358",2020-02-16,"Mississippi",0,0
"Mississippi.3359",2020-02-17,"Mississippi",0,0
"Mississippi.3360",2020-02-18,"Mississippi",0,0
"Mississippi.3361",2020-02-19,"Mississippi",0,0
"Mississippi.3362",2020-02-20,"Mississippi",0,0
"Mississippi.3363",2020-02-21,"Mississippi",0,0
"Mississippi.3364",2020-02-22,"Mississippi",0,0
"Mississippi.3365",2020-02-23,"Mississippi",0,0
"Mississippi.3366",2020-02-24,"Mississippi",0,0
"Mississippi.3367",2020-02-25,"Mississippi",0,0
"Mississippi.3368",2020-02-26,"Mississippi",0,0
"Mississippi.3369",2020-02-27,"Mississippi",0,0
"Mississippi.3370",2020-02-28,"Mississippi",0,0
"Mississippi.3371",2020-02-29,"Mississippi",0,0
"Mississippi.3372",2020-03-01,"Mississippi",0,0
"Mississippi.3373",2020-03-02,"Mississippi",0,0
"Mississippi.3374",2020-03-03,"Mississippi",0,0
"Mississippi.3375",2020-03-04,"Mississippi",0,0
"Mississippi.3376",2020-03-05,"Mississippi",0,0
"Mississippi.3377",2020-03-06,"Mississippi",0,0
"Mississippi.3378",2020-03-07,"Mississippi",0,0
"Mississippi.3379",2020-03-08,"Mississippi",0,0
"Mississippi.3380",2020-03-09,"Mississippi",0,0
"Mississippi.3381",2020-03-10,"Mississippi",0,0
"Mississippi.3382",2020-03-11,"Mississippi",0,0
"Mississippi.3383",2020-03-12,"Mississippi",1,1
"Mississippi.3384",2020-03-13,"Mississippi",6,5
"Mississippi.3385",2020-03-14,"Mississippi",6,0
"Mississippi.3386",2020-03-15,"Mississippi",6,0
"Mississippi.3387",2020-03-16,"Mississippi",12,6
"Mississippi.3388",2020-03-17,"Mississippi",21,9
"Mississippi.3389",2020-03-18,"Mississippi",34,13
"Mississippi.3390",2020-03-19,"Mississippi",50,16
"Mississippi.3391",2020-03-20,"Mississippi",80,30
"Mississippi.3392",2020-03-21,"Mississippi",140,60
"Mississippi.3393",2020-03-22,"Mississippi",207,67
"Mississippi.3394",2020-03-23,"Mississippi",249,42
"Mississippi.3395",2020-03-24,"Mississippi",320,71
"Mississippi.3396",2020-03-25,"Mississippi",377,57
"Mississippi.3397",2020-03-26,"Mississippi",485,108
"Mississippi.3398",2020-03-27,"Mississippi",579,94
"Mississippi.3399",2020-03-28,"Mississippi",663,84
"Mississippi.3400",2020-03-29,"Mississippi",759,96
"Mississippi.3401",2020-03-30,"Mississippi",847,88
"Mississippi.3402",2020-03-31,"Mississippi",937,90
"Mississippi.3403",2020-04-01,"Mississippi",1073,136
"Mississippi.3404",2020-04-02,"Mississippi",1177,104
"Mississippi.3405",2020-04-03,"Mississippi",1358,181
"Mississippi.3406",2020-04-04,"Mississippi",1455,97
"Mississippi.3407",2020-04-05,"Mississippi",1638,183
"Mississippi.3408",2020-04-06,"Mississippi",1738,100
"Mississippi.3409",2020-04-07,"Mississippi",1915,177
"Mississippi.3410",2020-04-08,"Mississippi",2003,88
"Mississippi.3411",2020-04-09,"Mississippi",2260,257
"Mississippi.3412",2020-04-10,"Mississippi",2469,209
"Mississippi.3413",2020-04-11,"Mississippi",2642,173
"Mississippi.3414",2020-04-12,"Mississippi",2781,139
"Mississippi.3415",2020-04-13,"Mississippi",2942,161
"Mississippi.3416",2020-04-14,"Mississippi",3087,145
"Mississippi.3417",2020-04-15,"Mississippi",3360,273
"Mississippi.3418",2020-04-16,"Mississippi",3624,264
"Mississippi.3419",2020-04-17,"Mississippi",3793,169
"Mississippi.3420",2020-04-18,"Mississippi",3974,181
"Mississippi.3421",2020-04-19,"Mississippi",4274,300
"Mississippi.3422",2020-04-20,"Mississippi",4512,238
"Mississippi.3423",2020-04-21,"Mississippi",4716,204
"Mississippi.3424",2020-04-22,"Mississippi",4894,178
"Mississippi.3425",2020-04-23,"Mississippi",5153,259
"Mississippi.3426",2020-04-24,"Mississippi",5434,281
"Mississippi.3427",2020-04-25,"Mississippi",5718,284
"Mississippi.3428",2020-04-26,"Mississippi",5911,193
"Mississippi.3429",2020-04-27,"Mississippi",6094,183
"Mississippi.3430",2020-04-28,"Mississippi",6342,248
"Mississippi.3431",2020-04-29,"Mississippi",6569,227
"Mississippi.3432",2020-04-30,"Mississippi",6815,246
"Mississippi.3433",2020-05-01,"Mississippi",7212,397
"Mississippi.3434",2020-05-02,"Mississippi",7441,229
"Mississippi.3435",2020-05-03,"Mississippi",7550,109
"Mississippi.3436",2020-05-04,"Mississippi",7877,327
"Mississippi.3437",2020-05-05,"Mississippi",8207,330
"Mississippi.3438",2020-05-06,"Mississippi",8424,217
"Mississippi.3439",2020-05-07,"Mississippi",8686,262
"Mississippi.3440",2020-05-08,"Mississippi",9090,404
"Mississippi.3441",2020-05-09,"Mississippi",9378,288
"Mississippi.3442",2020-05-10,"Mississippi",9501,123
"Mississippi.3443",2020-05-11,"Mississippi",9674,173
"Mississippi.3444",2020-05-12,"Mississippi",9908,234
"Mississippi.3445",2020-05-13,"Mississippi",10090,182
"Mississippi.3446",2020-05-14,"Mississippi",10483,393
"Mississippi.3447",2020-05-15,"Mississippi",10801,318
"Mississippi.3448",2020-05-16,"Mississippi",11123,322
"Mississippi.3449",2020-05-17,"Mississippi",11296,173
"Mississippi.3450",2020-05-18,"Mississippi",11432,136
"Mississippi.3451",2020-05-19,"Mississippi",11704,272
"Missouri.3452",2020-01-22,"Missouri",0,0
"Missouri.3453",2020-01-23,"Missouri",0,0
"Missouri.3454",2020-01-24,"Missouri",0,0
"Missouri.3455",2020-01-25,"Missouri",0,0
"Missouri.3456",2020-01-26,"Missouri",0,0
"Missouri.3457",2020-01-27,"Missouri",0,0
"Missouri.3458",2020-01-28,"Missouri",0,0
"Missouri.3459",2020-01-29,"Missouri",0,0
"Missouri.3460",2020-01-30,"Missouri",0,0
"Missouri.3461",2020-01-31,"Missouri",0,0
"Missouri.3462",2020-02-01,"Missouri",0,0
"Missouri.3463",2020-02-02,"Missouri",0,0
"Missouri.3464",2020-02-03,"Missouri",0,0
"Missouri.3465",2020-02-04,"Missouri",0,0
"Missouri.3466",2020-02-05,"Missouri",0,0
"Missouri.3467",2020-02-06,"Missouri",0,0
"Missouri.3468",2020-02-07,"Missouri",0,0
"Missouri.3469",2020-02-08,"Missouri",0,0
"Missouri.3470",2020-02-09,"Missouri",0,0
"Missouri.3471",2020-02-10,"Missouri",0,0
"Missouri.3472",2020-02-11,"Missouri",0,0
"Missouri.3473",2020-02-12,"Missouri",0,0
"Missouri.3474",2020-02-13,"Missouri",0,0
"Missouri.3475",2020-02-14,"Missouri",0,0
"Missouri.3476",2020-02-15,"Missouri",0,0
"Missouri.3477",2020-02-16,"Missouri",0,0
"Missouri.3478",2020-02-17,"Missouri",0,0
"Missouri.3479",2020-02-18,"Missouri",0,0
"Missouri.3480",2020-02-19,"Missouri",0,0
"Missouri.3481",2020-02-20,"Missouri",0,0
"Missouri.3482",2020-02-21,"Missouri",0,0
"Missouri.3483",2020-02-22,"Missouri",0,0
"Missouri.3484",2020-02-23,"Missouri",0,0
"Missouri.3485",2020-02-24,"Missouri",0,0
"Missouri.3486",2020-02-25,"Missouri",0,0
"Missouri.3487",2020-02-26,"Missouri",0,0
"Missouri.3488",2020-02-27,"Missouri",0,0
"Missouri.3489",2020-02-28,"Missouri",0,0
"Missouri.3490",2020-02-29,"Missouri",0,0
"Missouri.3491",2020-03-01,"Missouri",0,0
"Missouri.3492",2020-03-02,"Missouri",0,0
"Missouri.3493",2020-03-03,"Missouri",0,0
"Missouri.3494",2020-03-04,"Missouri",0,0
"Missouri.3495",2020-03-05,"Missouri",0,0
"Missouri.3496",2020-03-06,"Missouri",0,0
"Missouri.3497",2020-03-07,"Missouri",0,0
"Missouri.3498",2020-03-08,"Missouri",1,1
"Missouri.3499",2020-03-09,"Missouri",1,0
"Missouri.3500",2020-03-10,"Missouri",1,0
"Missouri.3501",2020-03-11,"Missouri",1,0
"Missouri.3502",2020-03-12,"Missouri",2,1
"Missouri.3503",2020-03-13,"Missouri",4,2
"Missouri.3504",2020-03-14,"Missouri",4,0
"Missouri.3505",2020-03-15,"Missouri",5,1
"Missouri.3506",2020-03-16,"Missouri",6,1
"Missouri.3507",2020-03-17,"Missouri",12,6
"Missouri.3508",2020-03-18,"Missouri",18,6
"Missouri.3509",2020-03-19,"Missouri",39,21
"Missouri.3510",2020-03-20,"Missouri",73,34
"Missouri.3511",2020-03-21,"Missouri",81,8
"Missouri.3512",2020-03-22,"Missouri",100,19
"Missouri.3513",2020-03-23,"Missouri",187,87
"Missouri.3514",2020-03-24,"Missouri",257,70
"Missouri.3515",2020-03-25,"Missouri",354,97
"Missouri.3516",2020-03-26,"Missouri",520,166
"Missouri.3517",2020-03-27,"Missouri",666,146
"Missouri.3518",2020-03-28,"Missouri",836,170
"Missouri.3519",2020-03-29,"Missouri",915,79
"Missouri.3520",2020-03-30,"Missouri",1051,136
"Missouri.3521",2020-03-31,"Missouri",1357,306
"Missouri.3522",2020-04-01,"Missouri",1613,256
"Missouri.3523",2020-04-02,"Missouri",1857,244
"Missouri.3524",2020-04-03,"Missouri",1864,7
"Missouri.3525",2020-04-04,"Missouri",2310,446
"Missouri.3526",2020-04-05,"Missouri",2347,37
"Missouri.3527",2020-04-06,"Missouri",2736,389
"Missouri.3528",2020-04-07,"Missouri",3130,394
"Missouri.3529",2020-04-08,"Missouri",3209,79
"Missouri.3530",2020-04-09,"Missouri",3432,223
"Missouri.3531",2020-04-10,"Missouri",3897,465
"Missouri.3532",2020-04-11,"Missouri",4108,211
"Missouri.3533",2020-04-12,"Missouri",4269,161
"Missouri.3534",2020-04-13,"Missouri",4515,246
"Missouri.3535",2020-04-14,"Missouri",4746,231
"Missouri.3536",2020-04-15,"Missouri",4791,45
"Missouri.3537",2020-04-16,"Missouri",5174,383
"Missouri.3538",2020-04-17,"Missouri",5371,197
"Missouri.3539",2020-04-18,"Missouri",5579,208
"Missouri.3540",2020-04-19,"Missouri",5743,164
"Missouri.3541",2020-04-20,"Missouri",5890,147
"Missouri.3542",2020-04-21,"Missouri",6066,176
"Missouri.3543",2020-04-22,"Missouri",6277,211
"Missouri.3544",2020-04-23,"Missouri",6506,229
"Missouri.3545",2020-04-24,"Missouri",6788,282
"Missouri.3546",2020-04-25,"Missouri",6935,147
"Missouri.3547",2020-04-26,"Missouri",7120,185
"Missouri.3548",2020-04-27,"Missouri",7305,185
"Missouri.3549",2020-04-28,"Missouri",7450,145
"Missouri.3550",2020-04-29,"Missouri",7660,210
"Missouri.3551",2020-04-30,"Missouri",7818,158
"Missouri.3552",2020-05-01,"Missouri",8067,249
"Missouri.3553",2020-05-02,"Missouri",8356,289
"Missouri.3554",2020-05-03,"Missouri",8618,262
"Missouri.3555",2020-05-04,"Missouri",8946,328
"Missouri.3556",2020-05-05,"Missouri",9121,175
"Missouri.3557",2020-05-06,"Missouri",9323,202
"Missouri.3558",2020-05-07,"Missouri",9581,258
"Missouri.3559",2020-05-08,"Missouri",9733,152
"Missouri.3560",2020-05-09,"Missouri",9911,178
"Missouri.3561",2020-05-10,"Missouri",10068,157
"Missouri.3562",2020-05-11,"Missouri",10157,89
"Missouri.3563",2020-05-12,"Missouri",10269,112
"Missouri.3564",2020-05-13,"Missouri",10404,135
"Missouri.3565",2020-05-14,"Missouri",10594,190
"Missouri.3566",2020-05-15,"Missouri",10766,172
"Missouri.3567",2020-05-16,"Missouri",10959,193
"Missouri.3568",2020-05-17,"Missouri",11108,149
"Missouri.3569",2020-05-18,"Missouri",11242,134
"Missouri.3570",2020-05-19,"Missouri",11393,151
"Montana.3571",2020-01-22,"Montana",0,0
"Montana.3572",2020-01-23,"Montana",0,0
"Montana.3573",2020-01-24,"Montana",0,0
"Montana.3574",2020-01-25,"Montana",0,0
"Montana.3575",2020-01-26,"Montana",0,0
"Montana.3576",2020-01-27,"Montana",0,0
"Montana.3577",2020-01-28,"Montana",0,0
"Montana.3578",2020-01-29,"Montana",0,0
"Montana.3579",2020-01-30,"Montana",0,0
"Montana.3580",2020-01-31,"Montana",0,0
"Montana.3581",2020-02-01,"Montana",0,0
"Montana.3582",2020-02-02,"Montana",0,0
"Montana.3583",2020-02-03,"Montana",0,0
"Montana.3584",2020-02-04,"Montana",0,0
"Montana.3585",2020-02-05,"Montana",0,0
"Montana.3586",2020-02-06,"Montana",0,0
"Montana.3587",2020-02-07,"Montana",0,0
"Montana.3588",2020-02-08,"Montana",0,0
"Montana.3589",2020-02-09,"Montana",0,0
"Montana.3590",2020-02-10,"Montana",0,0
"Montana.3591",2020-02-11,"Montana",0,0
"Montana.3592",2020-02-12,"Montana",0,0
"Montana.3593",2020-02-13,"Montana",0,0
"Montana.3594",2020-02-14,"Montana",0,0
"Montana.3595",2020-02-15,"Montana",0,0
"Montana.3596",2020-02-16,"Montana",0,0
"Montana.3597",2020-02-17,"Montana",0,0
"Montana.3598",2020-02-18,"Montana",0,0
"Montana.3599",2020-02-19,"Montana",0,0
"Montana.3600",2020-02-20,"Montana",0,0
"Montana.3601",2020-02-21,"Montana",0,0
"Montana.3602",2020-02-22,"Montana",0,0
"Montana.3603",2020-02-23,"Montana",0,0
"Montana.3604",2020-02-24,"Montana",0,0
"Montana.3605",2020-02-25,"Montana",0,0
"Montana.3606",2020-02-26,"Montana",0,0
"Montana.3607",2020-02-27,"Montana",0,0
"Montana.3608",2020-02-28,"Montana",0,0
"Montana.3609",2020-02-29,"Montana",0,0
"Montana.3610",2020-03-01,"Montana",0,0
"Montana.3611",2020-03-02,"Montana",0,0
"Montana.3612",2020-03-03,"Montana",0,0
"Montana.3613",2020-03-04,"Montana",0,0
"Montana.3614",2020-03-05,"Montana",0,0
"Montana.3615",2020-03-06,"Montana",0,0
"Montana.3616",2020-03-07,"Montana",0,0
"Montana.3617",2020-03-08,"Montana",0,0
"Montana.3618",2020-03-09,"Montana",0,0
"Montana.3619",2020-03-10,"Montana",0,0
"Montana.3620",2020-03-11,"Montana",0,0
"Montana.3621",2020-03-12,"Montana",0,0
"Montana.3622",2020-03-13,"Montana",1,1
"Montana.3623",2020-03-14,"Montana",5,4
"Montana.3624",2020-03-15,"Montana",6,1
"Montana.3625",2020-03-16,"Montana",6,0
"Montana.3626",2020-03-17,"Montana",8,2
"Montana.3627",2020-03-18,"Montana",10,2
"Montana.3628",2020-03-19,"Montana",11,1
"Montana.3629",2020-03-20,"Montana",20,9
"Montana.3630",2020-03-21,"Montana",27,7
"Montana.3631",2020-03-22,"Montana",34,7
"Montana.3632",2020-03-23,"Montana",34,0
"Montana.3633",2020-03-24,"Montana",51,17
"Montana.3634",2020-03-25,"Montana",65,14
"Montana.3635",2020-03-26,"Montana",90,25
"Montana.3636",2020-03-27,"Montana",109,19
"Montana.3637",2020-03-28,"Montana",129,20
"Montana.3638",2020-03-29,"Montana",154,25
"Montana.3639",2020-03-30,"Montana",171,17
"Montana.3640",2020-03-31,"Montana",198,27
"Montana.3641",2020-04-01,"Montana",208,10
"Montana.3642",2020-04-02,"Montana",241,33
"Montana.3643",2020-04-03,"Montana",243,2
"Montana.3644",2020-04-04,"Montana",265,22
"Montana.3645",2020-04-05,"Montana",286,21
"Montana.3646",2020-04-06,"Montana",299,13
"Montana.3647",2020-04-07,"Montana",319,20
"Montana.3648",2020-04-08,"Montana",332,13
"Montana.3649",2020-04-09,"Montana",354,22
"Montana.3650",2020-04-10,"Montana",365,11
"Montana.3651",2020-04-11,"Montana",377,12
"Montana.3652",2020-04-12,"Montana",387,10
"Montana.3653",2020-04-13,"Montana",394,7
"Montana.3654",2020-04-14,"Montana",399,5
"Montana.3655",2020-04-15,"Montana",404,5
"Montana.3656",2020-04-16,"Montana",415,11
"Montana.3657",2020-04-17,"Montana",422,7
"Montana.3658",2020-04-18,"Montana",426,4
"Montana.3659",2020-04-19,"Montana",433,7
"Montana.3660",2020-04-20,"Montana",433,0
"Montana.3661",2020-04-21,"Montana",437,4
"Montana.3662",2020-04-22,"Montana",439,2
"Montana.3663",2020-04-23,"Montana",442,3
"Montana.3664",2020-04-24,"Montana",444,2
"Montana.3665",2020-04-25,"Montana",445,1
"Montana.3666",2020-04-26,"Montana",448,3
"Montana.3667",2020-04-27,"Montana",449,1
"Montana.3668",2020-04-28,"Montana",451,2
"Montana.3669",2020-04-29,"Montana",451,0
"Montana.3670",2020-04-30,"Montana",453,2
"Montana.3671",2020-05-01,"Montana",453,0
"Montana.3672",2020-05-02,"Montana",455,2
"Montana.3673",2020-05-03,"Montana",455,0
"Montana.3674",2020-05-04,"Montana",457,2
"Montana.3675",2020-05-05,"Montana",456,0
"Montana.3676",2020-05-06,"Montana",456,0
"Montana.3677",2020-05-07,"Montana",456,0
"Montana.3678",2020-05-08,"Montana",458,2
"Montana.3679",2020-05-09,"Montana",458,0
"Montana.3680",2020-05-10,"Montana",458,0
"Montana.3681",2020-05-11,"Montana",459,1
"Montana.3682",2020-05-12,"Montana",461,2
"Montana.3683",2020-05-13,"Montana",462,1
"Montana.3684",2020-05-14,"Montana",462,0
"Montana.3685",2020-05-15,"Montana",466,4
"Montana.3686",2020-05-16,"Montana",468,2
"Montana.3687",2020-05-17,"Montana",468,0
"Montana.3688",2020-05-18,"Montana",470,2
"Montana.3689",2020-05-19,"Montana",471,1
"Nebraska.3690",2020-01-22,"Nebraska",0,0
"Nebraska.3691",2020-01-23,"Nebraska",0,0
"Nebraska.3692",2020-01-24,"Nebraska",0,0
"Nebraska.3693",2020-01-25,"Nebraska",0,0
"Nebraska.3694",2020-01-26,"Nebraska",0,0
"Nebraska.3695",2020-01-27,"Nebraska",0,0
"Nebraska.3696",2020-01-28,"Nebraska",0,0
"Nebraska.3697",2020-01-29,"Nebraska",0,0
"Nebraska.3698",2020-01-30,"Nebraska",0,0
"Nebraska.3699",2020-01-31,"Nebraska",0,0
"Nebraska.3700",2020-02-01,"Nebraska",0,0
"Nebraska.3701",2020-02-02,"Nebraska",0,0
"Nebraska.3702",2020-02-03,"Nebraska",0,0
"Nebraska.3703",2020-02-04,"Nebraska",0,0
"Nebraska.3704",2020-02-05,"Nebraska",0,0
"Nebraska.3705",2020-02-06,"Nebraska",0,0
"Nebraska.3706",2020-02-07,"Nebraska",0,0
"Nebraska.3707",2020-02-08,"Nebraska",0,0
"Nebraska.3708",2020-02-09,"Nebraska",0,0
"Nebraska.3709",2020-02-10,"Nebraska",0,0
"Nebraska.3710",2020-02-11,"Nebraska",0,0
"Nebraska.3711",2020-02-12,"Nebraska",0,0
"Nebraska.3712",2020-02-13,"Nebraska",0,0
"Nebraska.3713",2020-02-14,"Nebraska",0,0
"Nebraska.3714",2020-02-15,"Nebraska",0,0
"Nebraska.3715",2020-02-16,"Nebraska",0,0
"Nebraska.3716",2020-02-17,"Nebraska",0,0
"Nebraska.3717",2020-02-18,"Nebraska",0,0
"Nebraska.3718",2020-02-19,"Nebraska",0,0
"Nebraska.3719",2020-02-20,"Nebraska",0,0
"Nebraska.3720",2020-02-21,"Nebraska",0,0
"Nebraska.3721",2020-02-22,"Nebraska",0,0
"Nebraska.3722",2020-02-23,"Nebraska",0,0
"Nebraska.3723",2020-02-24,"Nebraska",0,0
"Nebraska.3724",2020-02-25,"Nebraska",0,0
"Nebraska.3725",2020-02-26,"Nebraska",0,0
"Nebraska.3726",2020-02-27,"Nebraska",0,0
"Nebraska.3727",2020-02-28,"Nebraska",0,0
"Nebraska.3728",2020-02-29,"Nebraska",0,0
"Nebraska.3729",2020-03-01,"Nebraska",0,0
"Nebraska.3730",2020-03-02,"Nebraska",0,0
"Nebraska.3731",2020-03-03,"Nebraska",0,0
"Nebraska.3732",2020-03-04,"Nebraska",0,0
"Nebraska.3733",2020-03-05,"Nebraska",0,0
"Nebraska.3734",2020-03-06,"Nebraska",1,1
"Nebraska.3735",2020-03-07,"Nebraska",1,0
"Nebraska.3736",2020-03-08,"Nebraska",1,0
"Nebraska.3737",2020-03-09,"Nebraska",3,2
"Nebraska.3738",2020-03-10,"Nebraska",3,0
"Nebraska.3739",2020-03-11,"Nebraska",5,2
"Nebraska.3740",2020-03-12,"Nebraska",10,5
"Nebraska.3741",2020-03-13,"Nebraska",14,4
"Nebraska.3742",2020-03-14,"Nebraska",18,4
"Nebraska.3743",2020-03-15,"Nebraska",17,0
"Nebraska.3744",2020-03-16,"Nebraska",18,1
"Nebraska.3745",2020-03-17,"Nebraska",23,5
"Nebraska.3746",2020-03-18,"Nebraska",24,1
"Nebraska.3747",2020-03-19,"Nebraska",29,5
"Nebraska.3748",2020-03-20,"Nebraska",37,8
"Nebraska.3749",2020-03-21,"Nebraska",38,1
"Nebraska.3750",2020-03-22,"Nebraska",51,13
"Nebraska.3751",2020-03-23,"Nebraska",51,0
"Nebraska.3752",2020-03-24,"Nebraska",66,15
"Nebraska.3753",2020-03-25,"Nebraska",71,5
"Nebraska.3754",2020-03-26,"Nebraska",74,3
"Nebraska.3755",2020-03-27,"Nebraska",82,8
"Nebraska.3756",2020-03-28,"Nebraska",96,14
"Nebraska.3757",2020-03-29,"Nebraska",108,12
"Nebraska.3758",2020-03-30,"Nebraska",145,37
"Nebraska.3759",2020-03-31,"Nebraska",172,27
"Nebraska.3760",2020-04-01,"Nebraska",210,38
"Nebraska.3761",2020-04-02,"Nebraska",246,36
"Nebraska.3762",2020-04-03,"Nebraska",279,33
"Nebraska.3763",2020-04-04,"Nebraska",321,42
"Nebraska.3764",2020-04-05,"Nebraska",364,43
"Nebraska.3765",2020-04-06,"Nebraska",417,53
"Nebraska.3766",2020-04-07,"Nebraska",447,30
"Nebraska.3767",2020-04-08,"Nebraska",519,72
"Nebraska.3768",2020-04-09,"Nebraska",568,49
"Nebraska.3769",2020-04-10,"Nebraska",635,67
"Nebraska.3770",2020-04-11,"Nebraska",699,64
"Nebraska.3771",2020-04-12,"Nebraska",791,92
"Nebraska.3772",2020-04-13,"Nebraska",814,23
"Nebraska.3773",2020-04-14,"Nebraska",897,83
"Nebraska.3774",2020-04-15,"Nebraska",901,4
"Nebraska.3775",2020-04-16,"Nebraska",952,51
"Nebraska.3776",2020-04-17,"Nebraska",1066,114
"Nebraska.3777",2020-04-18,"Nebraska",1249,183
"Nebraska.3778",2020-04-19,"Nebraska",1474,225
"Nebraska.3779",2020-04-20,"Nebraska",1648,174
"Nebraska.3780",2020-04-21,"Nebraska",1685,37
"Nebraska.3781",2020-04-22,"Nebraska",1813,128
"Nebraska.3782",2020-04-23,"Nebraska",2202,389
"Nebraska.3783",2020-04-24,"Nebraska",2424,222
"Nebraska.3784",2020-04-25,"Nebraska",2719,295
"Nebraska.3785",2020-04-26,"Nebraska",3030,311
"Nebraska.3786",2020-04-27,"Nebraska",3358,328
"Nebraska.3787",2020-04-28,"Nebraska",3517,159
"Nebraska.3788",2020-04-29,"Nebraska",3851,334
"Nebraska.3789",2020-04-30,"Nebraska",4281,430
"Nebraska.3790",2020-05-01,"Nebraska",5008,727
"Nebraska.3791",2020-05-02,"Nebraska",5317,309
"Nebraska.3792",2020-05-03,"Nebraska",5661,344
"Nebraska.3793",2020-05-04,"Nebraska",6037,376
